"study2022"	"outcome"	"reference"	"pub_year"	"location1"	"location2"	"coordinate1"	"coordinate2"	"dd_lat"	"dd_long"	"gradient1"	"gradient2"	"gai"	"n_sp_paper"	"n_sp_LCVP"	"n_family_LCVP"	"n_lifeform1"	"n_lifeform2"	"n_lifeform3"	"n_lifestage"	"t_sp_paper"	"t_sp_LCVP"	"t_family_LCVP"	"t_lifeform1"	"t_lifeform2"	"t_lifeform3"	"t_lifestage3"	"t_lifestage1"	"t_lifestage3.1"	"lifeform1_similarity"	"lifeform2_similarity"	"lifestage_n_t"	"performance1"	"performance2"	"interaction_type"	"study_type"	"MEANc"	"MEANn"	"SDc"	"SDn"	"Nc"	"Nn"	"SE_c"	"SE_n"	"sucess_c"	"sucess_n"	"fail_c"	"fail_n"	"data_type"	"phylo_dist"	"zoneclima"	"effectsize"	"es_variance"	"lifeform_n_t"	"e_n"
"136"	"136_07"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Trachypogon plumosus"	"Trachypogon spicatus (L.f.) Kuntze "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.17	0.92	0.16	1.09	9	9	0.05	0.36	NA	NA	NA	NA	"hedges_d"	271.516129	"Tropical"	0.91679727871384	0.251686493983815	"w.h"	18
"136"	"136_08"	"Martinez_et_al._2004"	2004	"Veracruz, Mexico"	"Mexico"	"19°31'N"	"96°23'W"	19.517	"-96.383"	"parabolic mobile dunes"	"2"	0.634	"Chamaecrista chamaecristoides var. chamaecristoides"	"Chamaecrista chamaecristoides (Collad.) Greene "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Schizachyrium scoparium var. littoralis"	"Schizachyrium scoparium (Michx.) Nash "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	0.13	0.15	0.23	0.15	9	9	0.08	0.05	NA	NA	NA	NA	"hedges_d"	271.516128	"Tropical"	0.0980871352948006	0.222559488703916	"w.h"	18
"32"	"32_03"	"Lee_1995"	1995	"New Jersey (Island Beach State Park)"	"USA"	"39°45'N to 39°55'N"	"74°06'W"	39.835	"-74.088"	"primary dune ridge"	"1"	0.936	"Ammophila breviligulata"	"Calamagrostis breviligulata (Fernald) Saarela "	"Poaceae"	"perennial grass"	"grass"	"herb"	"several (less seed)"	"Solidago sempervirens"	"Solidago sempervirens L. "	"Asteraceae"	"perennial"	"forb"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"several"	"reproductive biomass (mg)"	"reproduction"	"inter"	"experimental"	80.2	40.5	66	39.5	25	25	13.2	7.9	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	-0.718456789557772	0.0855798344951835	"h.h"	50
"416"	"416_01"	"Menezes_et_al._2018"	2018	"Rio de Janeiro"	"Brazil"	"23°02'S"	"43°35'W"	-23.0489	"-43.5986"	"shrubby restinga"	"2"	0.863	"Allagoptera arenaria"	"Allagoptera arenaria (Gomes) Kuntze "	"Arecaceae"	"shrub"	"shrub"	"woody"	"adult"	"Allagoptera arenaria"	"Allagoptera arenaria (Gomes) Kuntze "	"Arecaceae"	"shrub"	"shrub"	"woody"	"seed"	"seed"	"seed"	"1"	"1"	"adult_seed"	"emergence"	"emergence"	"intra"	"experimental"	1e-11	1e-11	1e-11	1e-11	8	8	1e-11	1e-11	NA	NA	NA	NA	"hedges_d"	0	"Tropical"	0	0.25	"w.w"	16
"416"	"416_02"	"Menezes_et_al._2018"	2018	"Rio de Janeiro"	"Brazil"	"23°02'S"	"43°35'W"	-23.0489	"-43.5986"	"shrubby restinga"	"2"	0.863	"Allagoptera arenaria"	"Allagoptera arenaria (Gomes) Kuntze "	"Arecaceae"	"shrub"	"shrub"	"woody"	"adult"	"Allagoptera arenaria"	"Allagoptera arenaria (Gomes) Kuntze "	"Arecaceae"	"shrub"	"shrub"	"woody"	"seed"	"seed"	"seed"	"1"	"1"	"adult_seed"	"emergence"	"emergence"	"intra"	"experimental"	0.5	0.1	0.14	0.04	8	8	0.05	0.01	NA	NA	NA	NA	"hedges_d"	0	"Tropical"	-3.67257842934202	0.799826928832735	"w.w"	16
"219"	"219_04"	"Armas_&_Pugnaire_2009"	2009	"Almeria, Spain"	"Spain"	"36°41'N"	"02°42'W"	36.685	"-2.7"	"top of stabilized dune (open shrub)"	"2"	0.159	"Pistacia lentiscus"	"Pistacia lentiscus L. "	"Anacardiaceae"	"shrub"	"shrub"	"woody"	"adult"	"Pistacia lentiscus"	"Pistacia lentiscus L. "	"Anacardiaceae"	"shrub"	"shrub"	"woody"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"experimental"	NA	NA	NA	NA	20	20	NA	NA	2	6	18	14	"odds"	0	"Temperate"	0.818137404211525	0.291515443030595	"w.w"	40
"232"	"232_09"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"intra"	"experimental"	0.42	0.71	1.28	1.08	15	10	0.33	0.34	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	0.232580824791886	0.167938929467647	"h.h"	24
"232"	"232_23"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"intra"	"experimental"	83.6	55.56	24.25	36.85	6	6	9.09	15.05	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	-0.829478721763015	0.374915941574739	"h.h"	12
"232"	"232_07"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-0.38	0.67	1.35	0.56	9	13	0.45	0.15	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.05467044838009	0.218491641268148	"h.h"	21.2727272727273
"232"	"232_08"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-1.35	0.32	0.74	0.34	8	8	0.26	0.12	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	2.74140518974739	0.556358764537642	"h.h"	16
"232"	"232_10"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	0.97	1.31	1.05	2.08	14	12	0.28	0.6	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	0.20497367285462	0.155705683422331	"h.h"	25.8461538461538
"232"	"232_21"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	50.1	72.22	32.09	29.68	6	6	13.1	12.12	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.660372847472221	0.359689342101806	"h.h"	12
"232"	"232_22"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	44.4	44.44	30.86	31.43	6	6	12.6	12.83	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.00118504668729037	0.33333341820684	"h.h"	12
"232"	"232_24"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"transition dune"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	77.7	66.67	15.92	19.25	6	6	6.5	7.86	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	-0.576205109546124	0.353399085197397	"h.h"	12
"232"	"232_05"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	1.68	1.7	1.72	0.4	5	7	0.77	0.15	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.0163160714469776	0.342873231982074	"h.h"	11.6666666666667
"232"	"232_19"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	27.3	38.89	31.35	44.79	6	6	12.8	18.29	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.276643129925262	0.337958645044873	"h.h"	12
"232"	"232_03"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-0.1	1.05	0.74	0.66	7	15	0.28	0.17	NA	NA	NA	NA	"hedges_d"	95.480222	"Temperate"	1.61498640109369	0.280940179359005	"h.h"	19.0909090909091
"232"	"232_04"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"intra"	"experimental"	-1.11	0.38	0.75	0.34	9	12	0.25	0.1	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	2.5950494156309	0.389516682601775	"h.h"	20.5714285714286
"232"	"232_06"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	1.51	1.01	1.97	0.58	3	5	1.14	0.26	NA	NA	NA	NA	"hedges_d"	33.786579	"Temperate"	-0.352518239384983	0.547801621122278	"h.h"	7.5
"232"	"232_17"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	41.6	80.56	24.98	26.22	6	6	10.2	10.7	NA	NA	NA	NA	"hedges_d"	95.480222	"Temperate"	1.40389180775034	0.45244889604561	"h.h"	12
"232"	"232_18"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"intra"	"experimental"	51.7	63.89	33.8	20.22	6	6	13.8	8.26	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	0.403881925173801	0.343191815670019	"h.h"	12
"232"	"232_20"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"whitedune"	"1"	0.911	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	16.9	27.78	25.23	22.91	6	6	10.3	9.35	NA	NA	NA	NA	"hedges_d"	33.786579	"Temperate"	0.41661129749175	0.343823039250753	"h.h"	12
