checking,researcher,study2013,study2017,study2020,study2022,outcome,reference,doi,pub_year,start_date,end_date,location1,location2,coordinate1,coordinate2,dd_lat,dd_long,region1,region2,climate1,climate2,map1,map2,gai,gradient1,gradient2,n_type,n_sp_paper,n_sp,n_sp_LCVP,n_family_paper,n_family,n_family_LCVP,n_lifeform1,n_lifeform2,n_lifeform3,n_origin1,n_origin2,n_origin3,n_lifestage,t_sp_paper,t_sp,t_sp_LCVP,t_family_paper,t_family,t_family_LCVP,t_lifeform1,t_lifeform2,t_lifeform3,t_origin1,t_origin2,t_origin3,t_lifestage1,t_lifestage2,t_lifestage3,lifeform1_similarity,lifeform2_similarity,lifestage_n_t,interaction_type,performance1,performance2,study_type,duration,net_interaction,last_year,obs,suitable_meta,suitable_meta_reason,suitable_for_master_project,suitable_master_reason,target_sp_plot,data_location,differences_within_outcomes,cID,nID,MEANc,MEANn,SDc,SDn,Nc,Nn,SE_c,SE_n,sucess_c,sucess_n,fail_c,fail_n,data_type,ask_data,status_oct2017,status_email,answer_obs
dri -> Marina,luanne,196_50,112,112,112,112_06,Joy_&_Young_2002,10.1023/A:1015812923216,2002,1995,1996,"Virginia (Hog Island), USA",USA,37°40'N,75°40'W,"37,667","-75,667",not informed,temperate,not informed,humid_subtropical,not informed (but see http://www.worldclimate.com/climate/us/virginia/newport-news / Newport News as next city of Hog Island in World Climate),"1154,94","0,761",mid-dune,2,isolated_obs,Juniperus virginiana,juniperus virginiana,,Cupressaceae,cupressaceae,,tree,tree,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:132551-2#distribution-map),native_state,native,not informed (probably adult),several,several,,not informed,several,,several,several,several,not informed,impossible_to_know,impossible_to_know,seed,seed,seed,,,,inter,abundance (density),abundance,observational,not informed,not informed,not informed,na,no,data about seeds was considered invalid because it depends on dispersal capacity ,no_1,,,table 1,abundance of all dicots (seed),112_06,112_06,21.80,24.90,30.65,NA,13.00,13.00,8.50,4.10,NA,NA,NA,NA,hedges_d,no,ok,na,na
dri -> Marina,luanne,196_50,112,112,112,112_07,Joy_&_Young_2002,10.1023/A:1015812923216,2002,may/1995,oct/1995,"Virginia (Hog Island), USA",USA,37°40' N,75°40' W,"37,667","-75,667",not informed,temperate,not informed,humid_subtropical,not informed (but see http://www.worldclimate.com/climate/us/virginia/newport-news / Newport News as next city of Hog Island in World Climate),"1154,94","0,761",mid-dune,2,isolated_obs,Juniperus virginiana,juniperus virginiana,,Cupressaceae,cupressaceae,,tree,tree,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:132551-2#distribution-map),native_state,native,adult,Sassafras albidum,sassafras albidum,,Lauraceae,lauraceae,,tree,tree,woody,native,native_study,native,seedling,seedling,seedling,1,1,impossible,inter,survival,survival,experimental,180,neutral,1995,All seedlings died because of climate conditions (dry and heat),yes,yes,no_3,,single sps,figure 4,pair-wise combination,112_07,112_07,NA,NA,NA,NA,74.00,74.00,NA,NA,0.00,0.00,74.00,74.00,odds,yes,ok,sent in 2023,yes about life stage
dri -> Marina,luanne,196_50,112,112,112,112_08,Joy_&_Young_2002,10.1023/A:1015812923216,2002,may/1995,oct/1995,"Virginia (Hog Island), USA",USA,37°40' N,75°40' W,"37,667","-75,667",not informed,temperate,not informed,humid_subtropical,not informed (but see http://www.worldclimate.com/climate/us/virginia/newport-news / Newport News as next city of Hog Island in World Climate),"1154,94","0,761",mid-dune,2,isolated_obs,Juniperus virginiana,juniperus virginiana,,Cupressaceae,cupressaceae,,tree,tree,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:132551-2#distribution-map),native_state,native,adult,Prunus serotina,prunus serotina,,Rosaceae,rosaceae,,tree,tree,woody,native,native_study,native,seedling,seedling,seedling,1,1,impossible,inter,survival,survival,experimental,180,positive,1995,"Just a graph, no statistical test",yes,yes,no_3,,single sps,figure 4,pair-wise combination,112_08,112_08,NA,NA,NA,NA,96.00,96.00,NA,NA,4.00,20.00,92.00,76.00,odds,yes,ok,sent in 2023,yes about life stage
marina,camila,183_45,125,125,125,125_25,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Florida, USA",USA,26°08'N,81°47'W,"26,133","-81,783",subtropical,temperate_subtropical,subtropical,humid_subtropical,1350,1350,"0,704","foredune, mid-dune and rear dune",4,patch_mono,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,young,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,graminoid,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,juvenile,juvenile,not_seedling,1,1,young_notseedling,intra,biomass (aboveground),growth,experimental,660,neutral,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1c,pair-wise combination and performance estimator is biomass,125_01,125_01,0.36,2.19,0.17,1.14,2.00,3.00,0.12,0.66,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_26,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Florida, USA",USA,26°08'N,81°47'W,"26,133","-81,783",subtropical,temperate_subtropical,subtropical,humid_subtropical,1350,1350,"0,704","foredune, mid-dune and rear dune",4,patch_mono,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:226351-1 AND https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,young,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,graminoid,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,juvenile,juvenile,not_seedling,0,0,young_notseedling,inter,biomass (aboveground),growth,experimental,660,neutral,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1c,pair-wise combination and performance estimator is biomass,125_01,125_02,0.36,4.46,0.17,3.42,2.00,2.00,0.12,2.42,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_33,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Florida, USA",USA,26°08'N,81°47'W,"26,133","-81,783",subtropical,temperate_subtropical,subtropical,humid_subtropical,1350,1350,"0,704","foredune, mid-dune and rear dune",4,patch_mono,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,young,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,juvenile,juvenile,not_seedling,0,0,young_notseedling,inter,growth (N leaves),growth,experimental,660,neutral,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1d,pair-wise combination and performance estimator is number of leaves,125_03,125_05,6.73,6.57,9.15,15.05,2.00,5.00,6.47,6.73,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_34,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Florida, USA",USA,26°08'N,81°47'W,"26,133","-81,783",subtropical,temperate_subtropical,subtropical,humid_subtropical,1350,1350,"0,704","foredune, mid-dune and rear dune",4,patch_mono,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,young,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,juvenile,juvenile,not_seedling,1,1,young_notseedling,intra,growth (N leaves),growth,experimental,660,neutral,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1d,pair-wise combination and performance estimator is number of leaves,125_03,125_06,6.73,16.80,9.15,9.76,2.00,2.00,6.47,6.90,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_27,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Georgia, USA",USA,31°28'N,81°14'W,"31,4667","-81,233",warm-temperate,temperate,subtropical,humid_subtropical,1250,1250,"0,815","foredune, mid-dune and rear dune",4,patch_mono,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,young,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,graminoid,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,juvenile,juvenile,not_seedling,1,1,young_notseedling,intra,biomass (aboveground),growth,experimental,660,negative,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1a,"pair-wise combination, performance estimator is biomass and different location",125_02,125_03,4.73,1.65,1.16,1.10,4.00,2.00,0.58,0.78,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_28,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Georgia, USA",USA,31°28'N,81°14'W,"31,4667","-81,233",warm-temperate,temperate,subtropical,humid_subtropical,1250,1250,"0,815","foredune, mid-dune and rear dune",4,patch_mono,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,young,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,graminoid,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,juvenile,juvenile,not_seedling,0,0,young_notseedling,inter,biomass (aboveground),growth,experimental,660,negative,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1a,"pair-wise combination, performance estimator is biomass and different location",125_02,125_04,4.73,0.69,1.16,1.90,4.00,5.00,0.58,0.85,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_35,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Georgia, USA",USA,31°28'N,81°14'W,"31,4667","-81,233",warm-temperate,temperate,subtropical,humid_subtropical,1250,1250,"0,815","foredune, mid-dune and rear dune",4,patch_mono,Uniola paniculata,uniola paniculata,,Poaceae,poaceae,,grass,grass,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325380-2#distribution-map),native_state,native,young,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,juvenile,juvenile,not_seedling,0,0,young_notseedling,inter,growth (N leaves),growth,experimental,660,negative,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1b,"pair-wise combination, performance estimator is number of leaves and different location",125_04,125_07,45.60,23.60,12.49,15.56,6.00,8.00,5.10,5.50,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,183_45,125,125,125,125_36,Franks_2003,10.1139/B03-023,2003,jan/1999,oct/2000,"Georgia, USA",USA,31°28'N,81°14'W,"31,4667","-81,233",warm-temperate,temperate,subtropical,humid_subtropical,1250,1250,"0,815","foredune, mid-dune and rear dune",4,patch_mono,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,young,Iva imbricata,iva imbricata,,Asteraceae,asteraceae,,shrub,shrub,woody,not informed (but see https://repositories.tdl.org/tamug-ir/bitstream/handle/1969.3/29010/nrcs141p2_014913[1].pdf?sequence=1 AND http://www.bioone.org/doi/full/10.2179/08-003R1.1),native_state,native,juvenile,juvenile,not_seedling,1,1,young_notseedling,intra,growth (N leaves),growth,experimental,660,negative,2000,Map obtained from another study by the same author on the same locations (Franks_2003; study2017=128),yes,yes,yes,,single sps,figure 1b,"pair-wise combination, performance estimator is number of leaves and different location",125_04,125_08,45.60,21.90,12.49,13.72,6.00,6.00,5.10,5.60,NA,NA,NA,NA,hedges_d,yes,ok,na,answered about the life stage
marina,camila,182_44,126,126,126,126_07,Rudgers_&_Maron_2003,10.1034/j.1600-0706.2003.12383.x,2003,jan/2000,jul/2001,"California, USA",USA,38°19'N,123°04'W,"38,317","-123,067",not informed,temperate,not informed,mediterranean,not informed_completar,482,"0,801",not informed,2,isolated_obs,Baccharis pilularis pilularis,baccharis pilularis,,Asteraceae,asteraceae,,shrub,shrub,woody,native,native_state,native,not informed (probably adult),Lupinus arboreus,lupinus arboreus,,Fabaceae,fabaceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504137-1),native_state,native,seedling,seedling,seedling,1,1,impossible,inter,survival,survival,experimental,120,positive,2001,na,yes,yes,yes,,single sps,figure 3b,pair-wise combination and performance estimator is survival,126_01,126_01,NA,NA,NA,NA,100.00,100.00,NA,NA,29.00,45.00,71.00,55.00,odds,yes about life stage,ok,no answer,na
marina,camila,182_44,126,126,126,126_08,Rudgers_&_Maron_2003,10.1034/j.1600-0706.2003.12383.x,2003,jan/2000,jul/2001,"California, USA",USA,38°19'N,123°04'W,"38,317","-123,067",not informed,temperate,not informed,mediterranean,not informed_completar,482,"0,801",not informed,2,isolated_obs,Ammophila arenaria,ammophila arenaria,,Poaceae,poaceae,,grass,grass,herb,exotic,exotic_state,exotic,not informed (probably adult),Lupinus arboreus,lupinus arboreus,,Fabaceae,fabaceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504137-1),native_state,native,seedling,seedling,seedling,0,0,impossible,inter,survival,survival,experimental,120,negative,2001,na,yes,yes,yes,,single sps,figure 2a,pair-wise combination and performance estimator is survival,126_01,126_02,NA,NA,NA,NA,100.00,100.00,NA,NA,29.00,11.00,71.00,89.00,odds,yes about life stage,ok,no answer,na
marina,camila,182_44,126,126,126,126_09,Rudgers_&_Maron_2003,10.1034/j.1600-0706.2003.12383.x,2003,jan/2000,aug/2000,"California, USA",USA,38°19'N,123°04'W,"38,317","-123,067",not informed,temperate,not informed,mediterranean,not informed_completar,482,"0,801",not informed,2,isolated_obs,Baccharis pilularis pilularis,baccharis pilularis,,Asteraceae,asteraceae,,shrub,shrub,woody,native,native_state,native,not informed (probably adult),Lupinus arboreus,lupinus arboreus,,Fabaceae,fabaceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504137-1),native_state,native,seedling,seedling,seedling,1,1,impossible,inter,growth (height),growth,experimental,150,positive,2001,na,yes,yes,yes,,single sps,figure 2a,pair-wise combination and performance estimator is growth,126_02,126_03,25.64,32.80,14.17,13.65,37.00,50.00,2.33,1.93,NA,NA,NA,NA,hedges_d,yes about life stage,ok,no answer,na
marina,camila,182_44,126,126,126,126_10,Rudgers_&_Maron_2003,10.1034/j.1600-0706.2003.12383.x,2003,jan/2000,aug/2000,"California, USA",USA,38°19'N,123°04'W,"38,317","-123,067",not informed,temperate,not informed,mediterranean,not informed_completar,482,"0,801",not informed,2,isolated_obs,Ammophila arenaria,ammophila arenaria,,Poaceae,poaceae,,grass,grass,herb,exotic,exotic_state,exotic,not informed (probably adult),Lupinus arboreus,lupinus arboreus,,Fabaceae,fabaceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504137-1),native_state,native,seedling,seedling,seedling,0,0,impossible,inter,growth (height),growth,experimental,150,positive,2001,na,yes,yes,yes,,single sps,figure 3b,pair-wise combination and performance estimator is growth,126_02,126_04,25.64,37.47,14.17,14.88,37.00,17.00,2.33,3.61,NA,NA,NA,NA,hedges_d,yes about life stage,ok,no answer,na
marina,camila,182_44,126,126,126,126_11,Rudgers_&_Maron_2003,10.1034/j.1600-0706.2003.12383.x,2003,aug/2000,jul/2001,"California, USA",USA,38°19'N,123°04'W,"38,317","-123,067",not informed,temperate,not informed,mediterranean,not informed_completar,482,"0,801",not informed,2,isolated_obs,Baccharis pilularis pilularis,baccharis pilularis,,Asteraceae,asteraceae,,shrub,shrub,woody,native,native_state,native,not informed (probably adult),Lupinus arboreus,lupinus arboreus,,Fabaceae,fabaceae,,shrub,shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504137-1),native_state,native,seed,seed,seed,1,1,impossible,inter,emergence,emergence,experimental,300,neutral,2001,na,yes,yes,yes,,single sps,page 82,pair-wise combination and performance estimator is emergence,126_03,126_05,NA,NA,NA,NA,250.00,250.00,NA,NA,10.00,20.00,240.00,230.00,odds,yes about life stage,ok,no answer,na
