"","X.2","X.1","X","checking","researcher","study2013","study2017","study2020","study2022","outcome","reference","doi","pub_year","start_date","end_date","location1","location2","coordinate1","coordinate2","dd_lat","dd_long","region1","region2","climate1","climate2","map1","map2","gai","gradient1","gradient2","n_type","n_sp_paper","n_sp","n_sp_LCVP","n_family_paper","n_family","n_family_LCVP","n_lifeform1","n_lifeform2","n_lifeform3","n_origin1","n_origin2","n_origin3","n_lifestage","t_sp_paper","t_sp","t_sp_LCVP","t_family_paper","t_family","t_family_LCVP","t_lifeform1","t_lifeform2","t_lifeform3","t_origin1","t_origin2","t_origin3","t_lifestage1","t_lifestage2","t_lifestage3","lifeform1_similarity","lifeform2_similarity","lifestage_n_t","interaction_type","performance1","performance2","study_type","duration","net_interaction","last_year","obs","suitable_meta","suitable_meta_reason","suitable_for_master_project","suitable_master_reason","target_sp_plot","data_location","differences_within_outcomes","cID","nID","MEANc","MEANn","SDc","SDn","Nc","Nn","SE_c","SE_n","sucess_c","sucess_n","fail_c","fail_n","data_type","ask_data","status_oct2017","status_email","answer_obs","phylo_dist"
"153",153,153,461,"camila","camila","66_06","232","232",232,"232_21","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Elymus farctus","elymus farctus","Thinopyrum junceum (L.) Á.Löve ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","survival","survival","experimental","365","positive","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_21","232_21",50.1,72.22,32.09,29.68,6,6,13.1,12.12,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"154",154,154,462,"camila","camila","66_06","232","232",232,"232_22","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_22","232_22",44.4,44.44,30.86,31.43,6,6,12.6,12.83,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"155",155,155,472,"camila","camila","66_06","232","232",232,"232_24","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_24","232_24",77.7,66.67,15.92,19.25,6,6,6.5,7.86,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516129
"156",156,156,473,"camila","camila","66_06","232","232",232,"232_05","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","positive","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_05","232_05",1.68,1.7,1.72,0.4,5,7,0.77,0.15,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"157",157,157,474,"camila","camila","66_06","232","232",232,"232_19","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_19","232_19",27.3,38.89,31.35,44.79,6,6,12.8,18.29,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"158",158,158,475,"camila","camila","66_06","232","232",232,"232_03","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Elymus farctus","elymus farctus","Thinopyrum junceum (L.) Á.Löve ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","positive","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_03","232_03",-0.1,1.05,0.74,0.66,7,15,0.28,0.17,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",95.480222
"159",159,159,476,"camila","camila","66_06","232","232",232,"232_04","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","intra","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_04","232_04",-1.11,0.38,0.75,0.34,9,12,0.25,0.1,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",0
"160",160,160,477,"camila","camila","66_06","232","232",232,"232_06","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_06","232_06",1.51,1.01,1.97,0.58,3,5,1.14,0.26,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",33.786579
"161",161,161,478,"camila","camila","66_06","232","232",232,"232_17","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Elymus farctus","elymus farctus","Thinopyrum junceum (L.) Á.Löve ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","inter","survival","survival","experimental","365","positive","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_17","232_17",41.6,80.56,24.98,26.22,6,6,10.2,10.7,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",95.480222
"162",162,162,479,"camila","camila","66_06","232","232",232,"232_18","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","intra","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_18","232_18",51.7,63.89,33.8,20.22,6,6,13.8,8.26,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",0
"163",163,163,480,"camila","camila","66_06","232","232",232,"232_20","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","whitedune","1","isolated_obs","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","inter","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_20","232_20",16.9,27.78,25.23,22.91,6,6,10.3,9.35,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",33.786579
